#CODE	ENGLISH	GALEGO
awesome_advance_tactic	Awesome Advance Tactic	Táctica de progresión
stand_fast_tactic	Stand Fast Tactic	Táctica de avance desacougante
slow_advance_tactic	Slow Advance	Táctica de manter posicións
barrage_tactic	Barrage Tactic	Avance vagaroso
raid_tactic	Raid Tactic	Táctica de tromba
pursue_tactic	Pursue Tactic	Táctica de incursión
CHAR_BORN_AND_DEATH_DATE	[GetBornAndDeathDate]	Táctica de persecución
CHAR_INSTANT_PLAYER_OPINION	[GetInstantPlayerOpinion]	[GetBornAndDeathDate]
CHAR_DELAYED_PLAYER_OPINION	[GetDelayedPlayerOpinion]	[GetInstantPlayerOpinion]
CHAR_INSTANT_LIEGE_OPINION	[GetInstantLiegeOpinion]	[GetDelayedPlayerOpinion]
CHAR_DELAYED_LIEGE_OPINION	[GetDelayedLiegeOpinion]	[GetInstantLiegeOpinion]
CHAR_DIPLOMACY	Diplomacy: §Y[GetDiplomacy]§W	[GetDelayedLiegeOpinion]
CHAR_DIPLOMACY_BREAKDOWN	[GetDiplomacyBreakdown]	Diplomacia: §Y[GetDiplomacy]§W
CHAR_MARTIAL	Martial: §Y[GetMartial]§W	[GetDiplomacyBreakdown]
CHAR_MARTIAL_BREAKDOWN	[GetMartialBreakdown]	Marcial: §Y[GetMartial]§W
CHAR_STEWARDSHIP	Stewardship: §Y[GetStewardship]§W	[GetMartialBreakdown]
CHAR_STEWARDSHIP_BREAKDOWN	[GetStewardshipBreakdown]	Administración: §Y[GetStewardship]§W
CHAR_INTRIGUE	Intrigue: §Y[GetIntrigue]§W	[GetStewardshipBreakdown]
CHAR_INTRIGUE_BREAKDOWN	[GetIntrigueBreakdown]	Intriga: §Y[GetIntrigue]§W
CHAR_LEARNING	Learning: §Y[GetLearning]§W	[GetIntrigueBreakdown]
CHAR_LEARNING_BREAKDOWN	[GetLearningBreakdown]	Erudición: §Y[GetLearning]§W
CHAR_PRIMARY_TITLES	[GetPrimaryTitles]	[GetLearningBreakdown]
CHAR_ONLY_DYNASTYNAME	[GetOnlyDynastyName]	[GetPrimaryTitles]
CHAR_DEBUG_INFO	[GetStatusInfo]	[GetOnlyDynastyName]
CHAR_FULLNAME	[GetFullName]	[GetStatusInfo]
CHAR_DEMESNESIZERATIO	[GetDemesneSizeRatio]	[GetFullName]
CHAR_MONTHLY_INCOME	[GetMonthlyIncome]	[GetDemesneSizeRatio]
CHAR_MONTHLY_PRESTIGE	[GetMonthlyPrestige]	[GetMonthlyIncome]
CHAR_MONTHLY_PRESTIGE_BREAKDOWN	[GetMonthlyPrestigeBreakdown]	[GetMonthlyPrestige]
CHAR_MONTHLY_PIETY	[GetMonthlyPiety]	[GetMonthlyPrestigeBreakdown]
CHAR_MONTHLY_PIETY_BREAKDOWN	[GetMonthlyPietyBreakdown]	[GetMonthlyPiety]
alpha_story_load	A test story	[GetMonthlyPietyBreakdown]
alpha_story_title	Testing Story	Unha historia de proba
alpha_story_desc	This would describe it if it was a true story..	Historia de proba
swedish	Swedish	Esta sería a descrición da historia no caso de que fose certa...
norwegian	Norwegian	Sueca
danish	Danish	Norueguesa
german	German	Danesa
english	English	Alemana
saxon	Anglo-Saxon	Inglesa
dutch	Dutch	Anglosaxona
#frankish	Frankish	Holandesa
norman	Norman	Frankish
italian	Italian	Normanda
occitan	Occitan	Italiana
basque	Basque	Occitana
castillan	Castilian	Vasca
catalan	Catalan	Castelá
portuguese	Portuguese	Catalá
armenian	Armenian	Galega
abghazian	Abkhazian	Armenia
greek	Greek	Abkhaza
alan	Alan	Grega
georgian	Georgian	Alana
irish	Irish	Xeorxiana
scottish	Scottish	Irlandesa
welsh	Welsh	Escocesa
breton	Breton	Galesa
finnish	Finnish	Bretoa
#lappish	Lappish	Finesa
ugricbaltic	Estonian	Saami
komi	Komi	Estoniana
lettigallish	Lettigallian	Komi
lithuanian	Lithuanian	Latgalia
prussian	Prussian	Lituana
turkish	Turkish	Prusiana
mongol	Mongol	Turca
cuman	Cuman	Mongol
pecheneg	Pecheneg	Cumana
bedouin_arabic	Bedouin	Pechenega
levantine_arabic	Levantine	Beduína
egyptian_arabic	Egyptian	Levantina
andalusian_arabic	Andalusian	Exipcia
russian	Russian	Andalusí
#pommeranian	Pommeranian	Rusa
bohemian	Bohemian	Pommeranian
polish	Polish	Bohemia
croatian	Croatian	Polaca
serbian	Serbian	Croata
#romanian	Romanian	Serbia
bulgarian	Bulgarian	Romanian
hungarian	Hungarian	Búlgara
persian	Persian	Maxiar
ethiopian	Ethiopian	Persa
north_germanic	North Germanic	Etíope
central_germanic	Central Germanic	Escandinava
west_germanic	West Germanic	Xermánica Central
latin	Latin	Xermánica Occidental
iberian	Iberian	Latina
byzantine	Byzantine	Ibérica
celtic	Celtic	Bizantina
finno_ugric	Finno-Ugric	Celta
baltic	Baltic	Ugrofinesa
altaic	Altaic	Báltica
arabic	Arabic	Altaica
east_slavic	East Slavic	Árabe
west_slavic	West Slavic	Eslava Oriental
south_slavic	South Slavic	Eslava Occidental
magyar	Magyar	Eslava Meridional
iranian	Iranian	Maxiar
east_african	East African	Irania
ACTOR_EXTRA	[ActorExtra.GetBestName]	Africana Oriental
RECIPIENT_EXTRA	[RecipientExtra.GetBestName]	[ActorExtra.GetBestName]
GETISVALIDDESC	[GetIsValidDesc]	[RecipientExtra.GetBestName]
THIRDPARTYTITLE	[ThirdPartyTitle.GetFullName]	[GetIsValidDesc]
DIPLOOPENING_RELATIVE	Dear $RELATION$,\n	[ThirdPartyTitle.GetFullName]
DIPLOOPENING_OTHER	To the $ADJ$ $TO$,\n	$RELATION$,\n
DIPLOOPENING_ABOVE_LIEGE	$FOA$,\n	Á atención do/da $ADJ$ $TO$,\n*
DIPLOOPENING_LIEGE	My Liege,\n	$FOA$,\n
DIPLOWINDOW_ACCEPT	Accept	Meu señor,\n
DIPLOWINDOW_REJECT	Decline	Aceptar
GREET_ADJ_BAD_0	Most Despicable	Rexeitar
GREET_ADJ_BAD_1	Wretched	desprezable
GREET_ADJ_BAD_2	Deplorable	miserento
GREET_ADJ_BAD_3	Pitiful	lamentable
GREET_ADJ_GOOD_0	Great	lamentoso
GREET_ADJ_GOOD_1	Magnificent	gran
GREET_ADJ_GOOD_2	Honorable	magnífico
GREET_ADJ_GOOD_3	Glorious	honorable
GREET_ADJ_GOOD_4	Heroic	glorioso
GREET_ADJ_GOOD_5	Most Excellent	heroico
DIPLOFLAVOR_INSULT_0	Tales of your misdeeds are told from Ireland to Cathay.	excelentísimo
DIPLOFLAVOR_INSULT_1	Your low character is the subject of Greek plays.	Por todo o camiño dende Irlanda ata a China nárranse contos sobre as vosas maldades.
DIPLOFLAVOR_INSULT_2	May your humors rot in your living body.	A vosa baixeza moral podería inspirar ao teatro grego.
DIPLOFLAVOR_INSULT_3	May your years be short and miserable.	Que os vosos humores apodrezan no voso corpo aínda vivo.
DIPLOFLAVOR_INSULT_4	May wisdom ever elude you.	Que a vida que vos quede sexa curta e miserenta.
DIPLOFLAVOR_INSULT_muslim_0	Damn your seventh grandfather.	Que a sabedoría vos evite ata a fin dos vosos días.
DIPLOFLAVOR_INSULT_muslim_1	May you be sewn up alive in the belly of a dead camel.	Maldito sexa o teu sétimo avó.
DIPLOFLAVOR_INSULT_muslim_2	May Allah destroy your house.	Que sexades cosido en vida ao bandullo dun camelo morto.
DIPLOFLAVOR_INSULT_muslim_3	You child of a mangy dog.	Que Alá destrúa a vosa casa.
DIPLOFLAVOR_FLATTERY_0	Blessings upon you and your House.	Prole enferma dun can sarnento.
DIPLOFLAVOR_FLATTERY_1	Your wisdom and mercy are legendary.	Bendicións para vosa mercé e a vosa Casa.
DIPLOFLAVOR_FLATTERY_2	Peace be with you.	A vosa sabedoría e compaixón son lendarias.
DIPLOFLAVOR_FLATTERY_3	May you live in harmony and contentment.	A paz sexa convosco.
tuberculosis	Consumption	Que vosa mercé viva en alegre harmonía.
TUBERCULOSIS_INFO	Consumption is an older name for the terrible scourge of Tuberculosis.	Peste cincenta
#typhoid_fever	Typhoid Fever	Peste cincenta é o nome co que antigamente se denominaba ao terrible flaxelo da tuberculose.
TYPHOID_FEVER_INFO	Typhoid Fever, or Slow Fever, is loose in this county.	Febre tifoide
#typhus	Typhus	A febre tifoide, ou febre entérica, percorre libremente esta provincia.
TYPHUS_INFO	Epidemic Typhus or Camp Fever, is rampant.	Tifo
#bubonic_plague	Bubonic Plague	A epidemia do tifo está fóra de control.
BUBONIC_PLAGUE_INFO	The Pale Rider has brought the Black Death to this county.	Peste negra
measles	Measles	A peste negra trouxo a morte e a devastación a estas terras.
MEASLES_INFO	There is an epidemic of Measles in this county.	Xarampón
small_pox	Smallpox	Hai unha epidemia de xarampón nesta provincia.
SMALL_POX_INFO	Smallpox has struck this county, killing almost half of those infected.	Varíola
TIMELEFT	$MONTHS$ Months left	A varíola sacude esta provincia, onde preto da metade dos que colleron as boas morreron.
COVERAGE	This outbreak currently covers $NUM$ provinces	$MONTHS$ meses restantes
PROVINCE_HAS_DISEASE	Has an outbreak of $DISEASE$\n	Esta epidemia actualmente afecta a $NUM$ provincias
PROVINCE_DOES_NOT_HAVE_DISEASE	Does not have an outbreak of $DISEASE$\n	sufre dunha epidemia de $DISEASE$
PROVINCE_HAS_ANY_DISEASE	Has any disease outbreak\n	non sufre dunha epidemia de $DISEASE$
PROVINCE_DOES_NOT_HAVE_ANY_DISEASE	Does not have any disease outbreak\n	sufre unha epidemia dalgunha enfermidade
CK2DLC001	Dynasty Coat of Arms Pack 1	Non sufre de ningunha epidemia
CK2DLC001_DESC	Description for Dynasty Coat of Arms Pack 1	Paquete de escudos de armas dinásticos 1
CK2DLC002	Mongol Face Pack	Descrición do paquete de escudos de armas dinásticos 1
CK2DLC002_DESC	Description for Mongol Face Pack	Paquete de retratos mongois
DYNATREE_TOTALMEMBERS	Total Members: $TOTAL$	Descrición do paquete de retratos mongois
DYNATREE_HOUSEOF	House $HOUSENAME$	Membros totais: $TOTAL$
DYNATREE_LIVINGMEMBERS	Living Members: $LIVING$	Casa $HOUSENAME$
DYNATREE_GOTOHEAD	Go to head of dynasty	Membros vivos: $LIVING$
DYNATREE_GOTOFOUNDER	Go to founder of dynasty	Ir ao xefe da dinastía
DYNATREE_TOGGLETREE	Toggle family/dynasty tree	Ir ao fundador da dinastía
DYNATREE_FULLSCREEN	Toggle fullscreen	Alternar entre árbore familiar e dinástica
DYNATREE_EXIT	Exit	Alternar pantalla completa
DYNATREE_EXPAND	Expand/Collapse children	Saír
DYNATREE_CLICKTOSWITCH	§GClick to switch to this dynasty§W	Despregar/pregar lista de fillos
DYNA_PRESTIGE	Prestige:	§GPulsa para acceder a esta dinastía§W
DYNA_CHILDREN	Children	Prestixio:
DYNA_FAMILYTREE	Family Tree	Fillos
DYNA_PARENTS	Parents	Árbore familiar
DYNA_GRANDPARENTS	Grandparents	Pais
DYNA_GREATGRANDPARENTS	Great Grandparents	Avós
BASTARD_CHILD	Bastard Child	Bisavós
LINEAGE	Lineage	Fillo natural
OTHER_PARENT_IN_LINEAGE	Other Parent in Lineage	Liñaxe
RIGHT_CLICK_TREE	Right-Click and hold to move tree around.	Outro pai na liñaxe
SENDAASSSINEFFECT	§Y$WHO$§W will send assassins after §Y$TARGET$§W.\n	Pulsa e mantén co botón dereito para mover a árbore.
ADD_SUB_UNIT_EFFECT	Get $UNIT$ in $WHERE$.	§Y$WHO$§W vai enviar asasinos para matar a §Y$TARGET$§W.\n
CHANGE_CONTROLLER_EFFECT	$WHO$ takes control over $WHERE$.	Obter $UNIT$ en $WHERE$.
WAR_EFFECT	Declare War on $WHO$	$WHO$ toma o control de $WHERE$.
CHANGE_SIEGE	The defenders in the siege in $WHERE$ will get $SIZE$ penalties.	Declarar guerra a $WHO$
SIEGE_MINOR	minor	Os defensores no asedio de $WHERE$ terán penalizacións de $SIZE$.
SIEGE_AVERAGE	average	pequenas
SIEGE_MAJOR	major	medias
SPAWN_EVENT	The event '$WHICH$' happens.\n	grandes
TREASURY_EFFECT	$DIRECTION$ $VALUE$ gold.\n	Ocorre o suceso '$WHICH$'.\n
PRESTIGE_EFFECT	$DIRECTION$ $VALUE$ Prestige.\n	$DIRECTION$ de $VALUE$ de ouro.\n
WAREXHAUSTION_EFFECT	$DIRECTION$ $VALUE$ war exhaustion.\n	$DIRECTION$ de $VALUE$ puntos de prestixio.\n
MANPOWER_EFFECT	$DIRECTION$ $VALUE$ Manpower.	$DIRECTION$ de $VALUE$ de fatiga de guerra.\n
ARMYTRADITION_EFFECT	$DIRECTION$ $VALUE$ army tradition.\n	$DIRECTION$ de $VALUE$ en efectivos.\n
NAVYTRADITION_EFFECT	$DIRECTION$ $VALUE$ navy tradition.\n	$DIRECTION$ de $VALUE$ en tradición militar.\n
#BADBOY_EFFECT	$DIRECTION$ $VALUE$ Infamy.\n	$DIRECTION$ de $VALUE$ en tradición naval.\n
CAPITAL_CHANGE	$NEW$ will become the new capital.\n	$DIRECTION$ de $VALUE$ en infamia.\n
POLICY_CHANGE	$SLIDER$ $DIRECTION$ $VALUE$.\n	A nova capital pasará a ser $NEW$.\n
NEW_CORE_EFFECT	Gain core on $NEW$.\n	$DIRECTION$ de $VALUE$ en $SLIDER$.\n
LOSE_CORE_EFFECT	Lose core on $LOSE$.\n	Obtención dunha provincia lexítima en $NEW$.\n
GAIN_CB	Gain casus-belli on $WHO$.\n	Perda dunha provincia lexítima en $LOSE$.\n
REV_GAIN_CB	$ACTIVE$ gains a casus-belli on $PASSIVE$.\n	Obtención dun casus belli sobre $WHO$.\n
ADVISOR_DEAD	The $TYPE$ $WHO$ dies.\n	$ACTIVE$ obtén un casus belli sobre $PASSIVE$.\n
CULTURE_CHANGE	$NEW$ becomes the new primary culture.\n	Morre: $TYPE$ $WHO$.\n
BECOME_EMPEROR	You have become Emperor.\n	A cultura principal pasa a ser a $NEW$.\n
LOSE_EMPEROR	Abdicate as Emperor.\n	Convertístesvos en emperador.\n
BECOME_ELECTOR	Become Elector.\n	Abdicastes do voso trono de emperador.\n
LOSE_ELECTOR	Will no longer be an Elector.\n	Convertirse en elector.\n
ADD_IDEA	Gain a $NEW$ idea.\n	Non será máis elector.\n
REM_IDEA	Lose a $LOSE$ idea.\n	Obtención dunha idea en $NEW$.\n
GOV_CHANGE	The type of government changes to $GOV$	Perda dunha idea en $LOSE$.\n
#TECH_INVEST	$DIRECTION$ $VALUE$ invested in $TECH$.\n	O tipo de goberno cambia a $GOV$
GROUP_CHANGE	Technology group changed to $GROUP$.\n	$DIRECTION$ $VALUE$ invested in $TECH$.\n
CHANGE_TAG	Become $NEW$.\n	O grupo tecnolóxico cambia a $GROUP$.\n
CREATE_REVOLT	$SIZE$ regiment(s) rises up in revolt in $WHERE$.\n	Convertirse en $NEW$.\n
CREATE_PIRATE	$SIZE$ ship(s) with pirates will appear in $WHERE$.\n	Un exército de $SIZE$ rexemento(s) sublévase en $WHERE$.\n
NATIVE_FEROCITY	Natives in $WHERE$ $DIRECTION$ $VALUE$ ferocity. 	Unha flota de $SIZE$ barco(s) con piratas aparecerán en $WHERE$.\n
NATIVE_HOSTILENESS	Natives in $WHERE$ $DIRECTION$ $VALUE$ hostility. 	Os indíxenas nativos de $WHERE$ $DIRECTION$ $VALUE$ en ferocidade.
NATIVE_SIZE	Natives in $WHERE$ $DIRECTION$ $VALUE$ size. 	Os indíxenas nativos de $WHERE$ $DIRECTION$ $VALUE$ en hostilidade.
BASE_TAX	$DIRECTION$ $VALUE$ base tax in $WHERE$.\n	Os indíxenas nativos de $WHERE$ $DIRECTION$ $VALUE$ en tamaño.
CITYSIZE	$DIRECTION$ $VALUE$ population in $WHERE$.\n	$DIRECTION$ de $VALUE$ no imposto base de $WHERE$.\n
MISSIONARIES	$DIRECTION$ $VALUE$ missionaries.\n	$DIRECTION$ de $VALUE$ na poboación de $WHERE$.\n
MERCHANTS	$DIRECTION$ $VALUE$ merchants.\n	$DIRECTION$ de $VALUE$ misioneiros.\n
COLONISTS	$DIRECTION$ $VALUE$ colonists.\n	$DIRECTION$ de $VALUE$ comerciantes.\n
SPIES	$DIRECTION$ $VALUE$ spies.\n	$DIRECTION$ de $VALUE$ colonizadores.\n
DIPLOMATS	$DIRECTION$ $VALUE$ diplomats.\n	$DIRECTION$ de $VALUE$ espías.\n
HRE_STATUS	$WHERE$ will $DIRECTION$ a part of the Holy Roman Empire.\n	$DIRECTION$ de $VALUE$ diplomáticos.\n
BECOME	become	$WHERE$ vai $DIRECTION$ unha parte do Sacro Imperio Romano Xermánico.\n
NOLONGER	no longer be	convertirse en
PROV_MANPOWER	$DIRECTION$ $VALUE$ manpower in $WHERE$.\n	deixar de ser
DISCOVER	Discover $WHERE$.\n	$DIRECTION$ de $VALUE$ en efectivos en $WHERE$.\n
COT_CHANGE	$DIRECTION$ centre of trade in $WHERE$.\n	Descubrir $WHERE$.\n
ADD_BUILDING	Gain $NAME$ in $WHERE$.\n	$DIRECTION$ dun centro de comercio en $WHERE$.\n
REM_BUILDING	Lose $NAME$ in $WHERE$.\n	Obtención de $NAME$ en $WHERE$.\n
GOODS_CHANGE	$NAME$ will now be produced in $WHERE$.\n	Perda de $NAME$ en $WHERE$.\n
SECEDE_PROVINCE	Cede $WHERE$ to $WHO$.\n	$NAME$ agora vaise producir en $WHERE$.\n
INHERIT	Inherit $WHO$.\n	Ceder $WHERE$ a $WHO$.\n
RELEASE	Release $WHO$.\n	Herdar $WHO$.\n
ADDTRAITEFFECT	§Y$WHO$§! gains the trait '§Y$TRAIT$§!'\n	Liberar $WHO$.\n
REMOVETRAITEFFECT	§Y$WHO$§! loses the trait '§Y$TRAIT$§!'\n	§Y$WHO$§! gaña o trazo  '§Y$TRAIT$§!'\n
NEW_GOVERNOR_EFFECT_A	$NEW$ becomes governor of $WHERE$.\n	§Y$WHO$§! perde o trazo '§Y$TRAIT$§!'\n
NEW_GOVERNOR_EFFECT_B	$WHO$ becomes governor of $WHERE$.\n	$NEW$ convírtese no gobernador de $WHERE$.\n
MOVE_CHARACTER	$WHO$ joins $WHERE$.\n	$WHO$ becomes governor of $WHERE$.\n
WEALTH_EFFECT	$WHO$ $DIRECTION$ $VALUE$ wealth.\n	$WHO$ joins $WHERE$.\n
LOYALTY_EFFECT	$WHO$ $DIRECTION$ $VALUE$ loyalty.\n	$WHO$ $DIRECTION$ $VALUE$ wealth.\n
POPULARITY_EFFECT	$WHO$ $DIRECTION$ $VALUE$ popularity.\n	$WHO$ $DIRECTION$ $VALUE$ loyalty.\n
CORRUPTION_EFFECT	$WHO$ $DIRECTION$ $VALUE$ corruption.\n	$WHO$ $DIRECTION$ $VALUE$ popularity.\n
FAM_PRESTIGE_EFFECT	$WHO$ $DIRECTION$ $VALUE$ family prestige.\n	$WHO$ $DIRECTION$ $VALUE$ corruption.\n
BARBARIAN_POWER_EFFECT	$DIRECTION$ $VALUE$ barbarian power in $WHERE$ .\n	$WHO$ $DIRECTION$ $VALUE$ family prestige.\n
ASSIGN_OFFICE_EFFECT	Appoint $CHAR$ to $NEW$.\n	$DIRECTION$ $VALUE$ barbarian power in $WHERE$ .\n
CREATE_COLONY_EFFECT	Colony of  $SIZE$ population founded in $WHERE$.\n	Appoint $CHAR$ to $NEW$.\n
RANDOM_EFFECT	§Y$CHANCE$%§! chance of 	Colony of  $SIZE$ population founded in $WHERE$.\n
RANDOM_LIST_EFFECT	§YOne of $SIZE$ options will happen:§!\n	§Y$CHANCE$%§! chance of 
UNIT_ALLEGIANCE_EFFECT	$UNIT$ defects to $WHO$.\n	§YOne of $SIZE$ options will happen:§!\n
LOSE	Lose	$UNIT$ defects to $WHO$.\n
GAIN	Gain	Lose
NO_EFFECT	No Effect	Gain
CIV_VALUE	$DIRECTION$ $VALUE$ Civilization in $WHERE$.\n	No Effect
SPAWN_HORDE	A barbarian horde of $SIZE$ units will spawn in $WHERE$.\n	$DIRECTION$ $VALUE$ Civilization in $WHERE$.\n
REMOVE_GOVERNOR	$WHO$ will no longer be governor of $WHERE$.\n	A barbarian horde of $SIZE$ units will spawn in $WHERE$.\n
SET_FAMILY_EFFECT	$CHAR$ becomes a member of the $FAMILY$ family.\n	$WHO$ will no longer be governor of $WHERE$.\n
GIVE_TITLE_EFFECT	$CHAR$ becomes $TITLE$.\n	$CHAR$ becomes a member of the $FAMILY$ family.\n
REMOVE_TITLE_EFFECT	$CHAR$ is no longer $TITLE$.\n	$CHAR$ becomes $TITLE$.\n
IMPLEMENT_LAW	Implement 	$CHAR$ is no longer $TITLE$.\n
REVOKE_LAW	Revoke 	Implement 
CHARBANISHEFFECT	§Y$NAME$§! is banished to §Y$TARGET$§!\n	Revoke 
MODIFIER_ADDED	§Y$WHERE$§! gets '§Y$WHAT$§!' until §Y$DATE$§!, giving the following effects:\n$EFFECT$\n\n	§Y$NAME$§! is banished to §Y$TARGET$§!\n
MODIFIER_REMOVED	§Y$WHAT$§! will be removed from §Y$WHERE$§!\n	$WHERE$ gets '§Y$WHAT$§!' until §Y$DATE$§!, giving the following effects:\n$EFFECT$\n\n
DIPLOMACYEFFECT	$DIRECTION$ $VALUE$ Diplomacy\n	$WHAT$ will be removed from $WHERE$.\n
INTRIGUEEFFECT	$DIRECTION$ $VALUE$ Intrigue\n	$DIRECTION$ $VALUE$ Diplomacy\n
STEWARDSHIPEFFECT	$DIRECTION$ $VALUE$ Stewardship\n	$DIRECTION$ $VALUE$ Intrigue\n
LEARNINGEFFECT	$DIRECTION$ $VALUE$ Learning\n	$DIRECTION$ $VALUE$ Stewardship\n
MARTIALEFFECT	$DIRECTION$ $VALUE$ Martial\n	$DIRECTION$ $VALUE$ Learning\n
SET_TITLE_HOLDER_GAIN_EFFECT	§Y$CHAR$§! gains the §Y$TITLE$§!\n	$DIRECTION$ $VALUE$ Martial\n
SET_TITLE_HOLDER_INHERIT_EFFECT	§Y$CHAR$§! inherits the §Y$TITLE$§!\n	§Y$CHAR$§! gains the §Y$TITLE$§!\n
SET_TITLE_HOLDER_GRANT_EFFECT	§Y$CHAR$§! is granted the §Y$TITLE$§!\n	§Y$CHAR$§! inherits the §Y$TITLE$§!\n
REBEL_DEFECTION_EFFECT	The §Y$TITLE$§! defects to §Y$CHAR$§!\n	§Y$CHAR$§! is granted the §Y$TITLE$§!\n
END_WAR_EFFECT	War ends with the following peace terms:\n	The §Y$TITLE$§! defects to §Y$CHAR$§!\n
PHASE_CHANGE_TO	Combat phase changes to	War ends with the following peace terms:\n
CROWN_INVESTITURE	The Crown may appoint Bishops\n	Combat phase changes to
CHURCH_INVESTITURE	Only the Pope may appoint Bishops\n	The Crown may appoint Bishops\n
FREE_INVESTITURE	Any liege lord may appoint Bishops\n	Only the Pope may appoint Bishops\n
CROWN_CHARTERS_ONLY	Only the Crown can grant city charters\n	Any liege lord may appoint Bishops\n
