#CODE	ENGLISH	GALEGO
e_germany	Germania	Germania
EVTDESC107330	You now have a son and Heir. Your Realm follows the Agnatic-Cognatic Gavelkind Law, which means that daughters inherit only if there are no sons, and all Titles will be distributed among your children upon death. Available Succession Laws and Gender Laws can be seen under the Laws View.	You now have a son and Heir. Your Realm follows the Agnatic-Cognatic Gavelkind Law, which means that daughters inherit only if there are no sons, and all Titles will be distributed among your children upon death. Available Succession Laws and Gender Laws can be seen under the Laws View.
EVTOPTA107330	Got It!	Got It!
EVTNAME107331	Learning Scenario	Learning Scenario
EVTDESC107331	You now have a daughter and Heir. Your Realm follows the Agnatic-Cognatic Gavelkind Law, which means that daughters inherit only if there are no sons, and all Titles will be distributed among your children upon death. You should know that Vassals tend to dislike female Rulers (that's the Middle Ages for you). Available Succession Laws and Gender Laws can be viewed under the Laws View.	You now have a daughter and Heir. Your Realm follows the Agnatic-Cognatic Gavelkind Law, which means that daughters inherit only if there are no sons, and all Titles will be distributed among your children upon death. You should know that Vassals tend to dislike female Rulers (that's the Middle Ages for you). Available Succession Laws and Gender Laws can be viewed under the Laws View.
EVTOPTA107331	Got It!	Got It!
EVTNAME107332	Learning Scenario	Learning Scenario
EVTDESC107332	As you might have seen in the Laws View, some Succession Laws require a higher Crown Authority. Crown Authority, which is also found in this view, represents how much legal authority you have over your Vassals. Crown Laws such as this one, indicated by the crown icon next to its name, can only be changed once per ruler. Crown Authority can also only be changed one step at a time.	As you might have seen in the Laws View, some Succession Laws require a higher Crown Authority. Crown Authority, which is also found in this view, represents how much legal authority you have over your Vassals. Crown Laws such as this one, indicated by the crown icon next to its name, can only be changed once per ruler. Crown Authority can also only be changed one step at a time.
EVTOPTA107332	Got It!	Got It!
EVTNAME107333	Learning Scenario	Learning Scenario
EVTDESC107333	You now have a son, and following your Agnatic-Cognatic gender laws your first-born daughter is discredited from any inheritance. Instead, your son will inherit your Titles should you die.	You now have a son, and following your Agnatic-Cognatic gender laws your first-born daughter is discredited from any inheritance. Instead, your son will inherit your Titles should you die.
EVTOPTA107333	Got It!	Got It!
EVTNAME107334	Learning Scenario	Learning Scenario
#EVTDESC107334	One of your children is now old enough to be Tutored by a Guardian. By opening your Diplomatic View you can select the 'Educate Child' option. A Guardian will be automatically suggested, but feel free to click on the suggested Guardian in order to choose another one if you wish. You will want a Guardian with good Traits and Attributes, or use this opportunity and let a Vassal that dislike you to get the honor of becoming the Guardian of your child.	One of your children is now old enough to be Tutored by a Guardian. By opening your Diplomatic View you can select the 'Educate Child' option. A Guardian will be automatically suggested, but feel free to click on the suggested Guardian in order to choose another one if you wish. You will want a Guardian with good Traits and Attributes, or use this opportunity and let a Vassal that dislike you to get the honor of becoming the Guardian of your child.
EVTOPTA107334	Got It!	Got It!
EVTNAME107340	Learning Scenario	Learning Scenario
EVTDESC107340	We mentioned Claims earlier. Your character has Claims on the Kingdoms of Castille and Galicia, as you can see if you click on your portrait. There might be a less risky way to press this Claim than going to War, however.	We mentioned Claims earlier. Your character has Claims on the Kingdoms of Castille and Galicia, as you can see if you click on your portrait. There might be a less risky way to press this Claim than going to War, however.
EVTOPTA107340	Got It!	Got It!
EVTNAME107341	Learning Scenario	Learning Scenario
EVTDESC107341	The King of Castille is actually your brother, and you are currently his Primary Heir. To really make sure that you inherit his Kingdom, you could try to kill him before he can father a son to supplant you as Heir. If you click on your brother's Portrait, you can create a Plot to kill him by clicking on the Plot icon to the left of his Portrait. You can also start Plots from the Plot View. Start a Kill Plot against your dear brother...	The King of Castille is actually your brother, and you are currently his Primary Heir. To really make sure that you inherit his Kingdom, you could try to kill him before he can father a son to supplant you as Heir. If you click on your brother's Portrait, you can create a Plot to kill him by clicking on the Plot icon to the left of his Portrait. You can also start Plots from the Plot View. Start a Kill Plot against your dear brother...
EVTOPTA107341	Got It!	Got It!
EVTNAME107342	Learning Scenario	Learning Scenario
EVTDESC107342	Now you have a Plot going, but you will need the help of others to succeed. You can find Potential Plotters through the Plot View. Not all Potential Plotters might want to join your shady schemes, however. The ones that are hesitant but still close to accepting will usually come to their senses once you bribe them with gifts. To make this simpler, you can also check the 'Auto-invite Plotters' option on the Plot in the Plot View.	Now you have a Plot going, but you will need the help of others to succeed. You can find Potential Plotters through the Plot View. Not all Potential Plotters might want to join your shady schemes, however. The ones that are hesitant but still close to accepting will usually come to their senses once you bribe them with gifts. To make this simpler, you can also check the 'Auto-invite Plotters' option on the Plot in the Plot View.
