#CODE	ENGLISH	ENGLISH
AIREASON_CAN_PAY_OWN_RANSOM	§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom	§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom
expel_the_teutonic_order_desc	I can drive the Teutonic Order from my realm and seize their castles. However, it is a very impious thing to do...	I can drive the Teutonic Order from my realm and seize their castles. However, it is a very impious thing to do...
expel_the_assassins	Expel the Hashshashins	Expel the Hashshashins
expel_the_assassins_desc	I can drive the dreaded Hashshashins from my realm and seize their castles. However, it is a rather impious thing to do...	I can drive the dreaded Hashshashins from my realm and seize their castles. However, it is a rather impious thing to do...
expel_the_bektashi	Expel the Bektashi Order	Expel the Bektashi Order
expel_the_bektashi_desc	I can drive the Bektashi Order from my realm and seize their castles. However, it is a very impious thing to do...	I can drive the Bektashi Order from my realm and seize their castles. However, it is a very impious thing to do...
expelled_d_knights_hospitaler	Expelled the Knights Hospitaller	Expelled the Knights Hospitaller
expelled_d_teutonic_order	Expelled the Teutonic Order	Expelled the Teutonic Order
expelled_d_jomsvikings	Expelled the Jomsvikings	Expelled the Jomsvikings
expelled_d_bektashi	Expelled the Bektashi Order	Expelled the Bektashi Order
expelled_d_hashshashin	Expelled the Hashshashins	Expelled the Hashshashins
holy_order_expelled	Holy Order Expelled	Holy Order Expelled
opinion_expelled_from_realm	Expelled from Realm	Expelled from Realm
ANY_PROVINCE_HOLDING_STARTS	Any Province Holding	Any Province Holding
ALL_PROVINCE_HOLDINGS	All Province Holdings	All Province Holdings
EVTDESC_SOA_1003	Most righteous [Root.GetTitledFirstName], I have a humble request for you in light of your debt to us. There is no rest in our defense against the infidel and we have desperate need of knights to lead our men. Thus, I would like to extend this opportunity to your able and noble son [FromFrom.GetFirstName] to serve in our ranks. Naturally, this would disinherit him. Sincerely Yours in Christ,\n\nGrand Master [From.GetFirstName]	Most righteous [Root.GetTitledFirstName], I have a humble request for you in light of your debt to us. There is no rest in our defense against the infidel and we have desperate need of knights to lead our men. Thus, I would like to extend this opportunity to your able and noble son [FromFrom.GetFirstName] to serve in our ranks. Naturally, this would disinherit him. Sincerely Yours in Christ,\n\nGrand Master [From.GetFirstName]
EVTOPTA_SOA_1003	Very well, it's a good life	Very well, it's a good life
EVTOPTB_SOA_1003	Pay them back instead	Pay them back instead
EVTOPTC_SOA_1003	Never!	Never!
EVTDESC_SOA_1011	Most virtuous [Root.GetTitledFirstName], of course we, the Poor Fellow-Soldiers of Christ and of the Temple of Solomon, can lend you 300 gold. All that we ask in return is your future assistance in certain matters as they might arise. Pax Christi,\n\nGrand Master [From.GetFirstName]	Most virtuous [Root.GetTitledFirstName], of course we, the Poor Fellow-Soldiers of Christ and of the Temple of Solomon, can lend you 300 gold. All that we ask in return is your future assistance in certain matters as they might arise. Pax Christi,\n\nGrand Master [From.GetFirstName]
EVTDESC_SOA_1016	My liege, the Poor Fellow-Soldiers of Christ and of the Temple of Solomon stand ready to serve you in defense of Christianity and the Holy Land! Pax Christi,\n\nGrand Master [From.GetFirstName]	My liege, the Poor Fellow-Soldiers of Christ and of the Temple of Solomon stand ready to serve you in defense of Christianity and the Holy Land! Pax Christi,\n\nGrand Master [From.GetFirstName]
EVTDESC_SOA_1023	My dear [Root.GetTitledFirstName], the Order needs more castles in order to train troops and generate a supporting income. I am willing to cancel your debt to us if you will simply allow us to build a castle in [FromFrom.GetName]. Pax Christi,\n\nGrand Master [From.GetFirstName]	My dear [Root.GetTitledFirstName], the Order needs more castles in order to train troops and generate a supporting income. I am willing to cancel your debt to us if you will simply allow us to build a castle in [FromFrom.GetName]. Pax Christi,\n\nGrand Master [From.GetFirstName]
EVTOPTA_SOA_1023	A reasonable request	A reasonable request
EVTDESC_SOA_1024	The Knights Templar have constructed a castle in [Root.GetName]!	The Knights Templar have constructed a castle in [Root.GetName]!
EVTOPTA_SOA_1024	Impressive!	Impressive!
EVTDESC_SOA_1031	My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights Templar in their struggle against the infidel, even though this will forever disinherit him.	My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights Templar in their struggle against the infidel, even though this will forever disinherit him.
EVTOPTA_SOA_1031	Go with my blessing.	Go with my blessing.
EVTOPTB_SOA_1031	Absolutely not!	Absolutely not!
EVTTOOLTIP_SOA_1032	[This.GetTitledFirstName] becomes a Knight Templar.	[This.GetTitledFirstName] becomes a Knight Templar.
EVTTOOLTIP_SOA_1033	[This.GetTitledFirstName] is disappointed.	[This.GetTitledFirstName] is disappointed.
EVTDESC_SOA_1053	Most righteous [Root.GetTitledFirstName], the Order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPax Christi,\n\nGrand Master [From.GetFirstName]	Most righteous [Root.GetTitledFirstName], the Order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPax Christi,\n\nGrand Master [From.GetFirstName]
EVTDESC_SOA_1054	The Knights Templar have constructed a castle in [Root.GetName]!	The Knights Templar have constructed a castle in [Root.GetName]!
EVTDESC_SOA_1061	Your majesty, this antagonism is completely unwarranted! The Order serves Christ, but, one has to wonder, do you?\n\nWith anger and sadness,\n\nGrand Master [From.GetFirstName]	Your majesty, this antagonism is completely unwarranted! The Order serves Christ, but, one has to wonder, do you?\n\nWith anger and sadness,\n\nGrand Master [From.GetFirstName]
EVTOPTB_SOA_1061	Good Riddance!	Good Riddance!
EVTDESC_SOA_1116	My liege, the Order of Saint John - the Knights Hospitaller - stands ready to serve you in defense of Christianity and the Holy Land! Pax Christi,\n\nGrand Master [From.GetFirstName]	My liege, the Order of Saint John - the Knights Hospitaller - stands ready to serve you in defense of Christianity and the Holy Land! Pax Christi,\n\nGrand Master [From.GetFirstName]
EVTDESC_SOA_1131	My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights Hospitaller in their struggle against the infidel, even though this will forever disinherit him.	My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights Hospitaller in their struggle against the infidel, even though this will forever disinherit him.
EVTTOOLTIP_SOA_1132	[This.GetTitledFirstName] becomes a Knight Hospitaller.	[This.GetTitledFirstName] becomes a Knight Hospitaller.
EVTDESC_SOA_1141	Your Highness, this extremely generous donation will not be forgotten. You have my friendship, as well as that of the Church. Rest assured that you will be rewarded in Heaven, if not on Earth!\nPax Christi,\n\nGrand Master [From.GetFirstName]	Your Highness, this extremely generous donation will not be forgotten. You have my friendship, as well as that of the Church. Rest assured that you will be rewarded in Heaven, if not on Earth!\nPax Christi,\n\nGrand Master [From.GetFirstName]
EVTDESC_SOA_1153	Most righteous [Root.GetTitledFirstName], the Order needs more castles in order to defend Christianity against the Infidel. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPax Christi,\n\nGrand Master [From.GetFirstName]	Most righteous [Root.GetTitledFirstName], the Order needs more castles in order to defend Christianity against the Infidel. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPax Christi,\n\nGrand Master [From.GetFirstName]
EVTOPTB_SOA_1153	No, that region is mine	No, that region is mine
EVTDESC_SOA_1154	The Knights Hospitaller have constructed a castle in [Root.GetName]!	The Knights Hospitaller have constructed a castle in [Root.GetName]!
EVTDESC_SOA_1203	Peace be upon you, most magnificent [Root.GetTitledFirstName]. As you may know, our order is in need of leaders, and, considering your debt to us, I would like to request that your able and noble son [FromFrom.GetFirstName] serve in our ranks. Naturally, this would disinherit him. Allah be with you,\n\nGrand Master [From.GetFirstName]	Peace be upon you, most magnificent [Root.GetTitledFirstName]. As you may know, our order is in need of leaders, and, considering your debt to us, I would like to request that your able and noble son [FromFrom.GetFirstName] serve in our ranks. Naturally, this would disinherit him. Allah be with you,\n\nGrand Master [From.GetFirstName]
EVTTITLE_SOA_1209	The Bektashi Order	The Bektashi Order
EVTOPTA_SOA_1209	They could be useful...	They could be useful...
EVTOPTB_SOA_1209	Mystic Soldiers? Pah!	Mystic Soldiers? Pah!
EVTDESC_SOA_1211	Most righteous [Root.GetTitledFirstName], of course we, the Bektashi Order, can lend you 300 gold. All that we ask in return is your future assistance in certain matters as they might arise. Salaam alaykum,\n\nGrand Master [From.GetFirstName]	Most righteous [Root.GetTitledFirstName], of course we, the Bektashi Order, can lend you 300 gold. All that we ask in return is your future assistance in certain matters as they might arise. Salaam alaykum,\n\nGrand Master [From.GetFirstName]
EVTDESC_SOA_1223	Great [Root.GetTitledFirstName], the Order needs more castles in order to train recruits and generate a supporting income. I am willing to cancel your debt to us if you will simply allow us to build a castle in [FromFrom.GetName]. Peace be with you,\n\nGrand Master [From.GetFirstName]	Great [Root.GetTitledFirstName], the Order needs more castles in order to train recruits and generate a supporting income. I am willing to cancel your debt to us if you will simply allow us to build a castle in [FromFrom.GetName]. Peace be with you,\n\nGrand Master [From.GetFirstName]
EVTDESC_SOA_1224	The Bektashi Order have constructed a castle in [Root.GetName]!	The Bektashi Order have constructed a castle in [Root.GetName]!
EVTDESC_SOA_1231	My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Bektashi Order to fight the infidel! This will forever disinherit him and he will never disgrace the dynasty with his decadence.	My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Bektashi Order to fight the infidel! This will forever disinherit him and he will never disgrace the dynasty with his decadence.
EVTTOOLTIP_SOA_1232	[This.GetTitledFirstName] joins the Bektashi Order.	[This.GetTitledFirstName] joins the Bektashi Order.
EVTDESC_SOA_1253	Most wise [Root.GetTitledFirstName], the Order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPeace be upon you,\n\nGrand Master [From.GetFirstName]	Most wise [Root.GetTitledFirstName], the Order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPeace be upon you,\n\nGrand Master [From.GetFirstName]
