#CODE	ENGLISH	ENGLISH
BM_THE_OLD_GODS_DESC	§Y'How the little piglets would grunt if they knew how the old boar suffered.'§! Those were the prophetic last words of the legendary viking §YRagnarr Loðbrok§! as he lay dying in the snake pit of Northumbrian king §YÆlla§!. In 867 the vengeful sons of Loðbrok and their 'Great Heathen Army' descended upon the petty kingdoms of Britain to make of §YÆlla§! a 'Blood Eagle'. Meanwhile, two other Norse lords - §YRurik§! and §YDyre§! - were carving out their own rival states among the Slavic and Finnish tribes of the East, laying down the foundations for what would one day become Russia. The Old Gods are still strong and their warriors mighty!	Your Holiness
k_magyar	Magyar	Tribal
k_magyar_adj	Magyar	§YTribal Title§! (cannot have de jure vassals)
d_grodno	Grodno	Tribal Titles do not and cannot have de jure vassal titles. If a tribal chief gains control of a proper title of the same or higher rank, the tribal title will be destroyed forever.
d_grodno_adj	Grodnian	Titular Titles do not have any de jure vassals under them. However, given time, vassal duchies and kingdoms can become their de jure vassals, making the titular title a 'proper' one.
d_jazira	Jazira	§Y$CHAR$§!'s holdings in the §Y$TITLE$§! can NOT be taken through a Prepared Invasion
d_jazira_adj	Jaziran	§Y$CHAR$§!'s holdings in the §Y$TITLE$§! can be taken through a Prepared Invasion
d_hlynov_adj	Ugran	§RThe Moral Authority of §Y$RELIGION$§R must be at least §Y$NEED$§!
d_armenia_minor_adj	Cilician	§RYou only control §Y$CURRENT$§R of the §Y$RELIGION$§R holy sites, you need at least §Y$NEED$§!
d_dregovichi	Dregovichi	§RWe need at least §Y$NEED$§R $PIETYNAME$§!
d_radimichi	Radimichi	Reform the $RELIGION$ Faith
c_viken_adj_norse	Alfish	Reforming the $RELIGION$ faith will turn it into an organized religion with a religious head. Unless you control all of the Holy Sites, doing so requires §Y$AUTHORITY_REQ$§! Moral Authority and control of §Y$HOLY_SITES_REQ$§! $RELIGION$ holy sites. It will cost you §R$PIETY_COST$§! [Player.Religion.GetPietyName]. Rulers of a Reformed Pagan religion can use the Holy War Casus Belli, get access to most succession laws, no longer suffer Prestige loss while at peace, and will have less trouble with independent minded vassals. However, they also lose the defensive supply limit penalty for religious enemies in their territory and vassals will get upset if you have their levies raised for too long for no good reason.
RAIDER_ARMY	Raiders	Concubine
RAIDER_ARMY_NAME	Raiders of $NAME$	$PERC$: The Rebels Control all their Holdings
DEMESNE_TITLE_STARTS	Any Held Title	Reformed
truce_breaker	Truce Breaker	The Old Gods
create_hungary	Create Hungary	§Y'How the little piglets would grunt if they knew how the old boar suffered.'§! Those were the prophetic last words of the legendary viking §YRagnarr Loðbrok§! as he lay dying in the snake pit of Northumbrian king §YÆlla§!. In 867 the vengeful sons of Loðbrok and their 'Great Heathen Army' descended upon the petty kingdoms of Britain to make of §YÆlla§! a 'Blood Eagle'. Meanwhile, two other Norse lords - §YRurik§! and §YDyre§! - were carving out their own rival states among the Slavic and Finnish tribes of the East, laying down the foundations for what would one day become Russia. The Old Gods are still strong and their warriors mighty!
create_hungary_desc	The Magyar tribes have travelled far and fought viciously against nomads, farmers and city dwellers alike. The fertile plains of the Carpathian basin may offer us peace and succor - a new homeland at last...	Magyar
create_leon	Create the Kingdom of León	Magyar
create_leon_desc	With our capital in León, the kingdom will shift its political impetus away from Asturias and the periphery towards the heartlands of the Iberian peninsula.	Grodno
convert_to_reformed	Convert to Reformed	Grodnian
convert_to_reformed_desc	I can choose to embrace the Reformed form of the old faith - perhaps better late than never...	Jazira
opinion_regent_lowered_CA	Lowered Crown Authority	Jaziran
EVTDESC61300	My position as regent to [Root.Liege.GetTitledName] would allow me to lower the Crown Authority in the [Root.PrimaryTitle.Kingdom.GetName]...	Ugran
EVTOPTA61300	Make it so!	Cilician
EVTOPTB61300	No, the Crown comes first!	Dregovichi
EVTDESC61301	My regent, [From.GetTitledName], has managed to push through a law lowering the Crown Authority in the [Root.PrimaryTitle.Kingdom.GetName]!	Radimichi
EVTOPTA61301	I shall remember this...	Alfish
EVTDESC61302	My position as regent to [Root.Liege.GetTitledName] would allow me to lower the Crown Authority in the [Root.PrimaryTitle.Empire.GetName]...	Raiders
EVTDESC61303	My regent, [From.GetTitledName], has managed to push through a law lowering the Crown Authority in the [Root.PrimaryTitle.Empire.GetName]!	Raiders of $NAME$
EVTTOOLTIP62910	I am crowned King of Hungary	Any Held Title
EVTNAME62910	A New Kingdom	Truce Breaker
EVTDESC62910	The Magyar tribes have travelled far and fought viciously against nomads, farmers and city dwellers alike. The fertile plains of the Carpathian basin may offer us peace and succor - a new homeland at last!	Create Hungary
EVTOPTA62910	We will run no more!	The Magyar tribes have travelled far and fought viciously against nomads, farmers and city dwellers alike. The fertile plains of the Carpathian basin may offer us peace and succor - a new homeland at last...
EVTNAME62911	Magyar Nomads no More	Create the Kingdom of León
EVTDESC62911	The King of the Magyars, [From.GetFirstName], has decided to settle down in the Carpathian basin, making it the new homeland of the Magyar tribes.	With our capital in León, the kingdom will shift its political impetus away from Asturias and the periphery towards the heartlands of the Iberian peninsula.
EVTOPTA62911	Interesting...	Convert to Reformed
#EVTTOOLTIP62920	I am crowned King of León	I can choose to embrace the Reformed form of the old faith - perhaps better late than never...
#EVTNAME62920	The Kingdom of León	Convert to Catholicism
#EVTDESC62920	With our new capital in León, I have decided to rename the kingdom of Asturias to León, thereby clearly declaring my ambitions in the Iberian heartlands...	The pillow talk of a spouse or concubine can be very persuasive. This White Christ does not sound very warlike though...
EVTOPTA62920	Let this be the dawn of a new era!	Convert to Orthodoxy
#EVTNAME62921	The Kingdom of León	The pillow talk of a spouse or concubine can be very persuasive. This White Christ does not sound very warlike though...
#EVTDESC62921	[From.GetTitledName] has decided to rename [From.GetPossPronoun] kingdom to León after its new capital, signaling an increased political focus on the Iberian heartlands and away from the coastal periphery.	Convert to Sunni Islam
EVTOPTA62921	Asturias or León... what's the difference?	The pillow talk of a spouse or concubine can be very persuasive. Can this Allah beat the Old Gods though?
EVTNAME62930	The Kingdom of France	Convert to Shi'a Islam
EVTDESC62930	With the end of Carolingian domination of West Francia, the realm is now more commonly referred to as the Kingdom of France.	The pillow talk of a spouse or concubine can be very persuasive. Can this Allah beat the Old Gods though?
EVTOPTA62930	I like it!	Convert to Zoroastrianism
EVTNAME62931	The Kingdom of Germany	The pillow talk of a spouse or concubine can be very persuasive. Zoroaster was undoubtedly a wise prophet - perhaps life really is a struggle between good and evil?
EVTDESC62931	With the end of Carolingian domination of East Francia, the realm is now more commonly referred to as the Kingdom of Germany.	Convert to Miaphysitism
EVTOPTA62931	I like it!	The pillow talk of a spouse or concubine can be very persuasive. This White Christ does not sound very warlike though...
ANY_CONSORT_STARTS	Any Concubine	Lowered Crown Authority
CONSORT_IRO_1	is	My position as regent to [Root.Liege.GetTitledName] would allow me to lower the Crown Authority in the [Root.PrimaryTitle.Kingdom.GetName]...
CONSORT_IRO_2	s concubine and not truly married. However, any children she bears him will be considered legitimate.	Make it so!
TAKECONSORTEFFECT	§Y$WHO$§! becomes a concubine of §Y$SPOUSE$§!.\n	No, the Crown comes first!
REMOVECONSORTEFFECT	§Y$CONSORT$§! will no longer be a concubine of §Y$WHO$§!.\n	My regent, [From.GetTitledName], has managed to push through a law lowering the Crown Authority in the [Root.PrimaryTitle.Kingdom.GetName]!
IS_PARENT_REL	Is NOT a Heresy	I shall remember this...
IS_NOT_PARENT_REL	Is a Heresy	My position as regent to [Root.Liege.GetTitledName] would allow me to lower the Crown Authority in the [Root.PrimaryTitle.Empire.GetName]...
IS_REFORMED_REL	Is a Reformed Religion	My regent, [From.GetTitledName], has managed to push through a law lowering the Crown Authority in the [Root.PrimaryTitle.Empire.GetName]!
IS_NOT_REFORMED_REL	Is NOT a Reformed Religion	I am crowned King of Hungary
IS_REFORMED_REL_OF	Is the Reformed version of §Y$RELIGION$§! Religion	A New Kingdom
IS_NOT_REFORMED_REL_OF	Is NOT the Reformed version of §Y$RELIGION$§! Religion	The Magyar tribes have travelled far and fought viciously against nomads, farmers and city dwellers alike. The fertile plains of the Carpathian basin may offer us peace and succor - a new homeland at last!
IS_NOT_CONSORT	Is NOT a Concubine	We will run no more!
OLD_RELIGION	Old	Magyar Nomads no More
MAKE_PRIMARY_TITLE_EFFECT	The §Y$TITLE$§! becomes the primary title of §Y$HOLDER$§!\n	The King of the Magyars, [From.GetFirstName], has decided to settle down in the Carpathian basin, making it the new homeland of the Magyar tribes.
IS_CONSORT	Is a Concubine	Interesting...
IS_NOT_CONSORT_OF	Is NOT a Concubine of §Y$WHO$§!	I am crowned King of León
IS_CONSORT_OF	Is a Concubine of §Y$WHO$§!	The Kingdom of León
FAM_CONSORT_HUSBAND	Man	With our new capital in León, I have decided to rename the kingdom of Asturias to León, thereby clearly declaring my ambitions in the Iberian heartlands...
CANCEL_JOB_ACTION_EFFECT	Cancels the Current Job	Let this be the dawn of a new era!
AIREASON_NOT_MY_LOVER	§Y[GetTitledFirstName]§! is my lover	The Kingdom of León
AIREASON_NOT_CONSORT_RELIGION	The §Y[Religion.GetName]§! faith does not permit the taking of concubines	[From.GetTitledName] has decided to rename [From.GetPossPronoun] kingdom to León after its new capital, signaling an increased political focus on the Iberian heartlands and away from the coastal periphery.
AIREASON_CONSORT_IS_MY_HEIR	Is my heir	Asturias or León... what's the difference?
AIREASON_CONSORT_CHILD	Is my child	The Kingdom of France
AIREASON_CONSORT_CLOSE_RELATIVE	Is my close relative	With the end of Carolingian domination of West Francia, the realm is now more commonly referred to as the Kingdom of France.
AIREASON_CONSORT_TOO_LOW_RANK	§Y[GetTitledFirstName]§! is of too lowly rank for such a highborn concubine	I like it!
AIREASON_NO_WAR_AGAINST_REL_BRETHREN	Will not join religious enemies against brothers of the Faith	The Kingdom of Germany
INTERACTION_CONSORTS_MUST_MARRY_LIEGE	Concubines can only marry their liege	With the end of Carolingian domination of East Francia, the realm is now more commonly referred to as the Kingdom of Germany.
INTERACTION_IS_VALID_CONSORT	§Y[ThirdPartyCharacter.GetTitledFirstName]§! can be taken as a concubine	I like it!
INTERACTION_CANT_DOW_PREPARED_INVADER	§Y[Recipient.GetTitledFirstName]§! is not preparing to invade you	Any Concubine
INTERACTION_PREP_INV_NO_TARGET	No valid target Kingdom where §Y[Recipient.GetTitledFirstName]§! controls between §Y$MIN$§! and §Y$MAX$§! Holdings	is
INTERACTION_REQUIRES_RECIPIENT_NOT_DE_JURE_VASSAL	§Y[Recipient.GetTitledFirstName]§! is not a [Actor.Religion.GetName] de jure vassal	s concubine and not truly married. However, any children she bears him will be considered legitimate.
INTERACTION_PAGANS_CANNOT_DEMAND_CONVERSION	§Y[Actor.GetTitledFirstName]§! is not an unreformed Pagan	§Y$WHO$§! becomes a concubine of §Y$SPOUSE$§!.\n
INTERACTION_PREP_INV_REQ_PRESTIGE	§Y[Actor.GetTitledFirstName]§! must have at least §Y$PRESTIGE$§! Prestige	§Y$CONSORT$§! will no longer be a concubine of §Y$WHO$§!.\n
INTERACTION_PREP_INV_ATT_HOLDING_LIMIT	§Y[Actor.GetTitledFirstName]§! must have no more than §Y$NUM$§! Holdings in the Realm	Is NOT a Heresy
REL_CONSORT	Concubine	Is a Heresy
CH_CONSORT	Became a Concubine of $WHO$.	Is a Reformed Religion
CH_REMOVE_CONSORT	No longer a concubine of $WHO$.	Is NOT a Reformed Religion
POTENTIAL_TARGET	Potential Target	Is the Reformed version of §Y$RELIGION$§! Religion
MAKE_CONSORT_INTERACTION_TITLE	Take Concubine	Is NOT the Reformed version of §Y$RELIGION$§! Religion
MAKE_CONSORT_INTERACTION_DESC	Take a woman as your concubine.	Is NOT a Concubine
#MAKE_CONSORT_INTERACTION_LONG_DESC	Pagan rulers can have up to three concubines in addition to their wife. Concubines are not truly married, but will bear their liege's legitimate children. A woman who is the prisoner of a Pagan ruler can be forced to become his concubine, even if she is already married.	Old
MAKE_CONSORT_INTERACTION_ACCEPT_SETUP	Take Concubine Request Accepted	The §Y$TITLE$§! becomes the primary title of §Y$HOLDER$§!\n
MAKE_CONSORT_INTERACTION_ACCEPT_LOG	§Y[Recipient.GetTitledName]§! accepted the offer to make §Y[ThirdPartyCharacter.GetTitledName]§! the concubine of §Y[Actor.GetTitledName]§!.	Is a Concubine
MAKE_CONSORT_INTERACTION_DECLINE_SETUP	Take Concubine Request Refused	Is NOT a Concubine of §Y$WHO$§!
MAKE_CONSORT_INTERACTION_DECLINE_LOG	§Y[Recipient.GetTitledName]§! refused the offer to make §Y[ThirdPartyCharacter.GetTitledName]§! the concubine of §Y[Actor.GetTitledName]§!.	Is a Concubine of §Y$WHO$§!
