#CODE	ENGLISH	ENGLISH
EVTOPTA3258	I must be humble.	True humility is about showing humility when it is against our desires. A humble [Root.GetManWoman] submits to God, even if [Root.GetSheHe] may dislike the Pope himself.
EVTOPTB3258	Ambitions are more important!	Submit to the Throne of St. Peter
EVTDESC3245	Recognising virtues and talents that other possess is a virtue. I am truly blessed by having a [Root.GetChancellorName] who is a marvel at diplomacy.	Never!
EVTDESC3246	Recognising virtues and talents that other possess is truly a virtue. I am truly blessed by having a Spymaster who is brilliant in rooting out plots.	Recognising virtues and talents that other possess is truly a virtue. I am truly blessed by having a Marshal that is more formidable warrior than I could ever dream of being.
EVTDESC3247	Recognising virtues and talents that other possess is truly a virtue. I am truly blessed by having a [Root.GetLordSpiritualName] who is a devout teacher.	Honor [Root.job_marshal.GetHerHim] for [Root.job_marshal.GetHerHis] skill!
EVTDESC3248	Recognising virtues and talents that other possess is truly a virtue. I am truly blessed by having a Steward that truly knows how to govern a realm.	is honored for [This.GetHerHis] skill
EVTOPTA3248	Reward my Steward!	Thank God for my marshal [Root.job_marshal.GetTitledFirstName]
EVTOPTB3248	Thank God for my Steward	My dear [This.GetTitle]. I just wished to inform you of how much I appreciate your talent and recognize that it beyond my own.\n[From.GetTitledFirstName]
opinion_ignore_patriarch_request	Ignored Patriarch's request	Thank you
buy_indulgence_for_sins	Buy Indulgence for my Sins	I am very ambitious, but I also know that I am not great at everything. Being humble means I can recognize the limit of my talent, and not reach for what is beyond my grasp.
indulgence_ask	The Holy Father will hear our plea for salvation.	I must be humble.
bought_indulgences	Bought Indulgences	Ambitions are more important!
refused_indulgences	Refused Indulgences	Recognising virtues and talents that other possess is a virtue. I am truly blessed by having a [Root.GetChancellorName] who is a marvel at diplomacy.
EVTDESC39250	An emissary comes from [From.GetBestName], with hopes of buying indulgences to clean [From.GetHerHis] sins. While [From.GetSheHe] has committed some very grave sins, this shows sincere regret.	Recognising virtues and talents that other possess is truly a virtue. I am truly blessed by having a Spymaster who is brilliant in rooting out plots.
EVTOPTA39250	Grant absolution	Recognising virtues and talents that other possess is truly a virtue. I am truly blessed by having a [Root.GetLordSpiritualName] who is a devout teacher.
EVTTOOLTIP39251	will cry tears of joy at our reply.	Recognising virtues and talents that other possess is truly a virtue. I am truly blessed by having a Steward that truly knows how to govern a realm.
EVTDESC39251	The Holy Father has granted us absolution!	Reward my Steward!
EVTOPTA39251	Glory to God!	Thank God for my Steward
opinion_defended_me	Defended me against the Pope	Ignored Patriarch's request
pope_heathen_removal_approve	Banishing heathens!	Buy Indulgence for my sins
pope_heathen_removal_approve_2	Imprisoning heathens!	The Holy Father will hear our plea for salvation.
EVTDESC39230	A procession of monks have arrived at our castle, protesting that we are keeping a Bishop in our prison. They claim that we are sinning against the law of God!	Bought Indulgences
EVTOPTA39230	Acknowledge their demands.	Refused Indulgences
EVTOPTB39230	Disperse the rabble.	An emissary comes from [From.GetBestName], with hopes of buying indulgences to clean [From.GetHerHis] sins. While [From.GetSheHe] has committed some very grave sins, this shows sincere regret.
EVTDESC39240	There are rumors that one of the rulers of Christendom is employing a heathen in their court. This is not acceptable to the Church, and this earthly lord will surely be damned unless we intervene.	Grant absolution
EVTOPTA39240	Demand adherence to the Throne of St. Peter!	will cry tears of joy at our reply.
EVTOPTB39240	It is not our concern.	The Holy Father has granted us absolution!
EVTTOOLTIP392401	will hear the Papal emissary.	Glory to God!
EVTDESC39241	An emissary from [From.GetTitledFirstName] has arrived in our court. According to the emissary, the Holy Father is concerned about our employment of heathens as advisors.  The Pope is asking of me to remove them from position.	Defended me against the Pope
EVTOPTB39241	Imprison the heathen!	Banishing heathens!
EVTOPTC39241	I rule in my realm!	Imprisoning heathens!
EVTDESC39243	An emissary has returned from [From.GetBestName] bearing glorious news. The emissary says that [From.GetTitledFirstName] has agreed to imprison a heathen that was in [From.GetHerHis] court.	A procession of monks have arrived at our castle, protesting that we are keeping a Bishop in our prison. They claim that we are sinning against the law of God!
EVTOPTA39243	Glory to God!	Acknowledge their demands.
EVTDESC39244	This is a day that the has caused cries of joy to rise up from the pits of hell. An emissary from  [From.GetBestName] is stating that [From.GetSheHe] refuse to follow our demands.	Disperse the rabble.
EVTOPTA39244	My God, why have you forsaken me?	There are rumors that one of the rulers of Christendom is employing a heathen in their court. This is not acceptable to the Church, and this earthly lord will surely be damned unless we intervene.
EVTDESC39260	There are rumors that one of the rulers of Christendom is employing a heathen in their court. This is not acceptable to the Church, and this earthly lord will surely be damned unless we intervene.	Demand adherence to the Throne of St. Peter!
EVTOPTA39260	Demand adherence to the True Faith!	It is not our concern.
EVTOPTB39260	It is not our concern.	will hear the Papal emissary.
EVTTOOLTIP39261	will listen to our emissary.	An emissary from [From.GetTitledFirstName] has arrived in our court. According to the emissary, the Holy Father is concerned about our employment of heathens as advisors.  The Pope is asking of me to remove them from position.
EVTDESC39261	An emissary from [From.GetTitledFirstName] has arrived in our court. According to the emissary, [From.GetSheHe] is concerned about our employment of heathens as advisors.  The Patriarch is asking of me to remove them from position.	Imprison the heathen!
EVTOPTA39261	Banish the heathen from our realm.	I rule in my realm!
EVTOPTB39261	Imprison the heathen!	An emissary has returned from [From.GetBestName] bearing glorious news. The emissary says that [From.GetTitledFirstName] has agreed to imprison a heathen that was in [From.GetHerHis] court.
EVTOPTC39261	I rule in my realm!	Glory to God!
EVTDESC39262	An emissary has returned from [From.GetBestName] bearing glorious news. The emissary says that [From.GetTitledFirstName] has agreed to banish a heathen that was in [From.GetHerHis] court.	This is a day that the has caused cries of joy to rise up from the pits of hell. An emissary from  [From.GetBestName] is stating that [From.GetSheHe] refuse to follow our demands.
EVTOPTA39262	Glory to God!	My God, why have you forsaken me?
EVTDESC39263	An emissary has returned from [From.GetBestName] bearing glorious news. The emissary says that [From.GetTitledFirstName] has agreed to imprison a heathen that was in [From.GetHerHis] court.	There are rumors that one of the rulers of Christendom is employing a heathen in their court. This is not acceptable to the Church, and this earthly lord will surely be damned unless we intervene.
EVTOPTA39263	Glory to God!	Demand adherence to the True Faith!
EVTDESC39264	This is a day that the has caused cries of joy to rise up from the pits of hell. An emissary from  [From.GetBestName] is stating that [From.GetSheHe] refuse to follow our demands.	It is not our concern.
EVTOPTA39264	My God, why have you forsaken me?	will listen to our emissary.
EVTDESC39270	There is an errant bishop in one of the catholic realms. Rumours speak of him pledging allegiance to his earthly master ahead of God.	An emissary from [From.GetTitledFirstName] has arrived in our court. According to the emissary, [From.GetSheHe] is concerned about our employment of heathens as advisors.  The Patriarch is asking of me to remove them from position.
EVTOPTA39270	Send an emissary to have him replaced.	Banish the heathen from our realm.
EVTOPTB39270	Its not my concern	Imprison the heathen!
EVTTOOLTIP39271	will listen to our emissary.	I rule in my realm!
EVTDESC39271	The Holy Father is most concerned about the loyalties of the bishops of our realm. [From.GetBestName] is asking for us to replace one of them with a bishop.	An emissary has returned from [From.GetBestName] bearing glorious news. The emissary says that [From.GetTitledFirstName] has agreed to banish a heathen that was in [From.GetHerHis] court.
EVTOPTA39271	Follow the Papal Demands	Glory to God!
EVTOPTB39271	Ignore the emissary	An emissary has returned from [From.GetBestName] bearing glorious news. The emissary says that [From.GetTitledFirstName] has agreed to imprison a heathen that was in [From.GetHerHis] court.
EVTDESC39272	An emissary has returned from [From.GetBestName] bearing glorious news. The errant bishop is no longer in a position of authority.	Glory to God!
EVTOPTA39272	Non nobis Domine!	This is a day that the has caused cries of joy to rise up from the pits of hell. An emissary from  [From.GetBestName] is stating that [From.GetSheHe] refuse to follow our demands.
EVTDESC39273	Our emissary has returned from [From.GetBestName]. The news he bring is dire indeed, as [From.GetBestName] is refusing to follow our demands.	My God, why have you forsaken me?
EVTOPTA39273	Tears in Heaven!	There is an errant bishop in one of the catholic realms. Rumours speak of him pledging allegiance to his earthly master ahead of God.
EVTDESC39275	We have loyal bishops in other realms. Perhaps we should return them to their de-jure rulers, so that they can guide their earthly lieges.	Send an emissary to have him replaced.
EVTOPTA39275	On Earth as in Heaven.	Its not my concern
EVTOPTB39275	Direct control is preferable.	will listen to our emissary.
EVTDESC39276	The Holy Father wishes to inform us that we will now also obey an early liege.	The Holy Father is most concerned about the loyalties of the bishops of our realm. [From.GetBestName] is asking for us to replace one of them with a bishop.
EVTOPTA39276	Ok	Follow the Papal Demands
EVTDESC39277	The Holy Father has granted you the [From.PrimaryTitle.GetFullName]. We will serve you faithfully as a vassal, and guide your rule in a Christian way.	Ignore the emissary
EVTOPTA39277	Non nobis...	An emissary has returned from [From.GetBestName] bearing glorious news. The errant bishop is no longer in a position of authority.
pti	Mare incognitum	Non nobis Domine!
PTI	Mare incognitum	Our emissary has returned from [From.GetBestName]. The news he bring is dire indeed, as [From.GetBestName] is refusing to follow our demands.
d_mamluks	Mamluks	Tears in Heaven!
d_mamluks_adj	Mamluk	We have loyal bishops in other realms. Perhaps we should return them to their de-jure rulers, so that they can guide their earthly lieges.
IMPRISON_INTERACTION_1	Using this option is viewed as tyrannical, and will lower all of your subjects' opinion of you by §R$OPINION$§!.	On Earth as in Heaven.
EXECUTE_IMPRISONED_INTERACTION_1	Using this option is viewed as tyrannical, and will lower all of your vassals' opinion of you by §R$OPINION$§!.	Direct control is preferable.
other_dejure_county_claim_desc	The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.	The Holy Father wishes to inform us that we will now also obey an early liege.
other_dejure_barony_claim_desc	The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.	Ok
TERRA_INCOGNITA	Mare incognitum	The Holy Father has granted you the [From.PrimaryTitle.GetFullName]. We will serve you faithfully as a vassal, and guide your rule in a Christian way.
CLEARREVOLT_EFFECT	The rebels disperse\n	Non nobis...
EVTDESC80053	Tired of their old ruler [From.GetTitledName], the peasant rebels of [Root.GetName] have defected and sworn allegiance to me!	Mare incognitum
EVTOPTA80053	Excellent! Or is it...?	Mare incognitum
LEADER_APP_NEEDS_LAW_NO_CROWN_TITLE	Your nobles are too autonomous to accept being replaced as leaders.\n(Crown Authority is too low.)	Mamluks
CHAR_EXCOM_SETUP	Character Excommunicated	Mamluk
CHAR_EXCOM_LOG	§Y$REL_HEAD$§! has excommunicated §Y$VICTIM$§! at the behest of §Y$ACTOR$§!!	Using this option is viewed as tyrannical, and will lower all of your subjects' opinion of you by §R$OPINION$§!.
CHAR_EXCOM_LIFTED_SETUP	Excommunication Lifted	Using this option is viewed as tyrannical, and will lower all of your vassals' opinion of you by §R$OPINION$§!.
CHAR_EXCOM_LIFTED_LOG	§Y$REL_HEAD$§! has lifted the excommunication of §Y$VICTIM$§! at the behest of §Y$ACTOR$§!!	The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.
b_cueta	Ceuta	The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.
NOT_ALLOWED_TO_PLAY_MP	§Y$PLAYER$§! not allowed to play §Y$TYPE$§W!	Mare incognitum
INTERACTION_REQUIRES_ACTOR_NOT_EXCOMMUNICATED	§Y[Actor.GetTitledFirstName]§! is not excommunicated	The rebels disperse\n
